"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"4595","ANDHRA PRADESH THOGATA VEERA KSHATRIYA SAMACHAR","APTEL/2017/73963","24-11-2017","Telugu","Monthly","PHERUMALU RAAGHAVENDHRA","PHERUMALU RAAGHAVENDHRA","Andhra Pradesh","Kurnool"
"4596","ANDHRA PRAKASIKA","APTEL/26/A1622","17-03-2026","Telugu","Monthly","SIRASALA KIRAN KUMAR","SIRASALA KIRAN KUMAR","Andhra Pradesh","Anantapur"
"4597","ANDHRA PRATHI","APTEL/2023/86611","29-02-2024","Telugu","Daily","DASARI SATHISH KUMAR","DASARI SATHISH KUMAR","Andhra Pradesh","Anantapur"
"4598","ANDHRA PUBLIC","APTEL/2016/70459","22-02-2017","Telugu","Daily","SEERAPU APPA RAO","SEERAPU APPA RAO","Andhra Pradesh","Visakhapatnam"
"4599","Andhra Pulse","APTEL/26/A3851","18-05-2026","Telugu","Monthly","MALLEMSETTY RAJ KIRAN","MALLEMSETTY RAJ KIRAN","Andhra Pradesh","Guntur"
"4600","ANDHRA REKHA","APTEL/2009/30185","24-12-2009","Telugu","Daily","MARPU VASANTHA BABU","MARPU VASANTHA BABU","Andhra Pradesh","Guntur"
"4601","ANDHRA SAMAJIKAM","APTEL/2021/86433","13-02-2024","Telugu","Weekly","KOYYA DORABABU","KOYYA DORABABU","Andhra Pradesh","East Godavari"
"4602","ANDHRA SHAKTI","APTEL/2010/38035","27-06-2011","Telugu","Daily","M.ABDUL RAWOOF","M.ABDUL RAWOOF","Andhra Pradesh","N T R"
"4603","ANDHRA SHAKTI","APTEL/1999/00109","20-01-2000","Telugu","Daily","M.A.RAWOOF","M.ABDUL RAWOOF","Andhra Pradesh","Hyderabad"
"4604","ANDHRA SIMHAM","APTEL/25/A1736","07-07-2025","Telugu","Weekly","CHINTHAKAYALA DORABABU","CHINTHAKAYALA DORABABU","Andhra Pradesh","West Godavari"
"4605","ANDHRA SIMHAM","APTEL/25/A4903","08-12-2025","Telugu","Daily","CHINTHAKAYALA DORABABU","CHINTHAKAYALA DORABABU","Andhra Pradesh","West Godavari"
"4606","ANDHRA STARS","APTEL/2013/54449","04-02-2014","Telugu","Monthly","PABBARAJU NAGESWARA RAO","PABBARAJU NAGESWARA RAO","Andhra Pradesh","Guntur"
"4607","ANDHRA SWAPNAM","APTEL/2017/71486","08-05-2017","Telugu","Weekly","N. SWAPNA PRIYA","N SWAPNA PRIYA","Andhra Pradesh","Kurnool"
"4608","ANDHRA TAGORE","APTEL/2007/22820","04-02-2008","Telugu","Daily","KOTTA NAGESWARARAO","KOTTA NAGESWARARAO","Andhra Pradesh","East Godavari"
"4609","ANDHRA THIS DAY","APTEL/2016/70287","31-01-2017","Telugu","Weekly","KUNCHAM CHINA VENKATA RAMANAIAH","KUNCHAM CHINA VENKATA RAMANAIAH","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"4610","ANDHRA THIS MONTH","APTEL/2016/70243","31-01-2017","Telugu","Monthly","KUNCHAM CHINA VENKATA RAMANAIAH","KUNCHAM CHINA VENKATA RAMANAIAH","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"4611","ANDHRA THIS WEEK","APTEL/2002/06526","30-04-2002","Telugu","Weekly","KUNCHAM CHINA VENKATA RAMANAIAH","KUNCHAM CHINA VENKATA RAMANAIAH","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"4612","ANDHRA TIGER","APTEL/2016/69734","26-12-2016","Telugu","Monthly","KANTIPAMULA SRINIVASU RAO","KANTIPAMULA SRINIVASU RAO","Andhra Pradesh","Visakhapatnam"
"4613","ANDHRA TODAY","APTEL/2004/12610","02-06-2004","Telugu","Weekly","BEJJAM SAI PRASAD","BEJJAM SAI PRASAD","Andhra Pradesh","Guntur"
"4614","ANDHRA VAARTHA","APTEL/26/A0825","29-01-2026","Telugu","Monthly","KANAKALA RAMA RAO","KANAKALA RAMA RAO","Andhra Pradesh","Srikakulam"
"4615","ANDHRA VANAM","APTEL/26/A6183","25-07-2026","Telugu","Monthly","REDDI RAJASEKHAR","REDDI RAJASEKHAR","Andhra Pradesh","Visakhapatnam"
"4616","ANDHRA VARADHAYINI","APTEL/2018/76717","25-01-2019","Telugu","Monthly","AREE KRISHNA KUMAR","AREE KRISHNA KUMAR","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"4617","ANDHRA VARAHI","APTEL/26/A2743","17-04-2026","Telugu","Daily","Thatipati Chennaiah","Thatipati Chennaiah","Andhra Pradesh","Kurnool"
"4618","ANDHRA VOICE","APTEL/2007/22612","18-01-2008","Telugu","Daily","B. GIRI BABU","B.GIRI BABU","Andhra Pradesh","N T R"
"4619","ANDHRA VOICE","APENG/2016/67384","06-06-2016","English","Daily","B. GIRI BABU","B. GIRI BABU","Andhra Pradesh","Visakhapatnam"
"4620","ANDHRA VOICE","TELTEL/2014/57562","01-10-2014","Telugu","Daily","B.GIRI BABU","B.GIRI BABU","Telangana","Hyderabad"
"4621","ANDHRA VOICE","APTEL/2007/23070","25-02-2008","Telugu","Daily","B. GIRI BABU","B.GIRI BABU","Andhra Pradesh","Tirupati"
"4622","ANDHRA VOICE","APTEL/2004/14232","30-12-2004","Telugu","Daily","B.GIRI BABU","B.GIRI BABU","Andhra Pradesh","Visakhapatnam"
"4623","ANDHRA VUTHARAM","APTEL/2016/69313","11-11-2016","Telugu","Monthly","K.KIRAN KUMAR","K.KIRAN KUMAR","Andhra Pradesh","Visakhapatnam"
"4624","ANDHRA WITNESS","15732","01-01-1967","English, Telugu, Urdu","Weekly","MOHD. GHOUSE MOHIUDDIN UROOG","MOHD. GHOUSE MOHIUDDIN UROOG","Telangana","Hyderabad"
"4625","ANDHRA WONDER","APTEL/2017/75636","30-07-2018","Telugu","Monthly","SINGURU VASUDEVARAO","SINGURU VASUDEVARAO","Andhra Pradesh","Srikakulam"
"4626","ANDHRA YOUTH","APTEL/2016/70782","28-03-2017","Telugu","Monthly","PULLETIKURTI KRISHNA MOHAN","PULLETIKURTI KRISHNA MOHAN","Andhra Pradesh","Srikakulam"
"4627","ANDHRA-9","APTEL/2010/32880","22-09-2010","Telugu","Monthly","K.CHAKRAVARTHY","K.CHAKRAVARTHY","Andhra Pradesh","Visakhapatnam"
"4628","ANDHRAJAGATI","APTEL/2016/69468","06-12-2016","Telugu","Daily","B. SURYARAO","B.SURYARAO","Andhra Pradesh","Visakhapatnam"
"4629","ANDHRAJANANAADU","APTEL/26/A2361","09-04-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Visakhapatnam"
"4630","ANDHRAJANANAADU","APTEL/26/A2364","09-04-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Sri Potti Sriramulu Nellore"
"4631","ANDHRAJANANAADU","APTEL/26/A2365","09-04-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Kurnool"
"4632","ANDHRAJANANAADU","APTEL/26/A2847","28-04-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Y.S.R."
"4633","ANDHRAJANANAADU","APTEL/26/A2021","27-03-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Guntur"
"4634","ANDHRAJANANAADU","APTEL/26/A2363","09-04-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","East Godavari"
"4635","ANDHRAJANANAADU","APTEL/26/A2020","27-03-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Prakasam"
"4636","ANDHRAJANANAADU","APTEL/25/A4660","03-12-2025","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Ananthapuramu"
"4637","ANDHRAJANANAADU","APTEL/26/A2362","09-04-2026","Telugu","Daily","M A NAVEEN KUMAR","M A NAVEEN KUMAR","Andhra Pradesh","Chittoor"
"4638","Andhralo Eeroju","APTEL/25/A4022","19-11-2025","Telugu","Monthly","MALLEMSETTI LAKSHMANA RAO","MALLEMSETTI LAKSHMANA RAO","Andhra Pradesh","Guntur"
"4639","ANDHRALO NETI VAARTHALU","APTEL/25/A2782","22-09-2025","Telugu","Monthly","GOMPA RAJU","GOMPA RAJU","Andhra Pradesh","Visakhapatnam"
"4640","ANDHRAMANAM","APTEL/25/A3753","06-11-2025","Telugu","Daily","C B MOHAN RAO","C B MOHAN RAO","Andhra Pradesh","Chittoor"
"4641","ANDHRAMANAM","APTEL/26/A4163","25-05-2026","Telugu","Daily","C B MOHAN RAO","C B MOHAN RAO","Andhra Pradesh","Kurnool"
"4642","ANDHRAMANAM","APTEL/26/A4802","08-06-2026","Telugu","Daily","C B MOHAN RAO","C B MOHAN RAO","Andhra Pradesh","Y.S.R."
"4643","ANDHRAMANAM","APTEL/26/A4847","09-06-2026","Telugu","Daily","C B MOHAN RAO","C B MOHAN RAO","Andhra Pradesh","Visakhapatnam"
"4644","ANDHRAMANAM","APTEL/26/A6681","12-08-2026","Telugu","Daily","C B MOHAN RAO","C B MOHAN RAO","Andhra Pradesh","Madanapalle"
