"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"3520","AMAN MASHAL","UPHIN/2003/10117","27-06-2003","Hindi","Daily","AJMAT ALI","AJMAT ALI","Uttar Pradesh","Lucknow"
"3521","AMAN MASHAL","UPHIN/2001/05849","30-01-2002","Hindi","Monthly","AJMAT ALI","AJMAT ALI","Uttar Pradesh","Lucknow"
"3522","AMAN MASHAL","UPHIN/2002/09548","04-04-2003","Hindi","Weekly","AJMAT ALI","AJMAT ALI","Uttar Pradesh","Lucknow"
"3523","AMAN NAMA","UPURD/2014/57967","27-10-2014","Urdu","Daily","TAQI SHIKOH URF SHIKOH AZAD","TAQI SHIKOH URF SHIKOH AZAD","Uttar Pradesh","Lucknow"
"3524","AMAN NAMA","UPHIN/2021/83540","09-03-2023","Hindi","Monthly","TAQI SHIKOH URF SHIKOH AZAD","TAQI SHIKOH URF SHIKOH AZAD","Uttar Pradesh","Lucknow"
"3525","AMAN NEWS","DELHIN/2009/28432","20-07-2009","Hindi","Weekly","MOHD. ASLAM BURNI","MOHD. ASLAM BURNI","Delhi","New Delhi"
"3526","AMAN PATH","CTHIN/26/A5850","21-07-2026","Hindi","Daily","RASHID JAFRY","ASMA PUBLISHERS INDIA PRIVATE LIMITED","Chhattisgarh","Mahasamund"
"3527","AMAN PATH","CTHIN/26/A6195","28-07-2026","Hindi","Daily","RASHID JAFRY","ASMA PUBLISHERS INDIA PRIVATE LIMITED","Chhattisgarh","Baloda Bazar"
"3528","AMAN PATH","CHHHIN/2022/91152","26-08-2025","Hindi","Daily","RASHID JAFRI","ASMA PUBLISHERS INDIA PVT.LTD.","Chhattisgarh","Bastar"
"3529","AMAN PATH","CHHHIN/2013/50728","28-03-2014","Hindi","Daily","RASHID JAFRI","ASMA PUBLISHERS INDIA PVT.LTD.","Chhattisgarh","Raipur"
"3530","AMAN PRAKASH","CHHHIN/2019/78458","10-02-2020","Hindi","Weekly","SYAD SHAFIQUE","SYAD SHAFIQUE","Chhattisgarh","Raipur"
"3531","AMAN SAMVAD","MPHIN/2015/63669","07-08-2015","Hindi","Weekly","SANTOSH KUMAR","SANTOSH KUMAR","Madhya Pradesh","Bhopal"
"3532","AMAN SAMVAD","MPHIN/2017/74506","05-02-2018","Hindi","Daily","SANTOSH KUMAR","SANTOSH KUMAR","Madhya Pradesh","Bhopal"
"3533","AMAN SANKALP EXPRESS","DLHIN/26/A5120","15-06-2026","Hindi","Monthly","Mohd Asif","Mohd Asif","Delhi","North East Delhi"
"3534","AMAN SHABD TIMES","UTTHIN/2015/63810","14-08-2015","Hindi","Fortnightly","GEETA CHAUHAN","GEETA CHAUHAN","Uttarakhand","Udham Singh Nagar"
"3535","AMAN TIMES","DELHIN/2003/11242","19-11-2003","Hindi","Weekly","MO.ASLAM BARNI","MO.ASLAM BARNI","Delhi","New Delhi"
"3536","AMAN TODAY","MPHIN/2012/47233","01-01-2013","Hindi","Monthly","MOHAMMAD RAJU","MOHD. RAJU","Madhya Pradesh","Bhopal"
"3537","AMAN VANI","MPHIN/2015/63637","07-08-2015","Hindi","Weekly","SABIR ALI","SABIR ALI","Madhya Pradesh","Bhopal"
"3538","AMAN VEER","MPHIN/2016/68039","01-08-2016","Hindi","Daily","PRABHAWATI KHOT SHAKYA","PRABHAWATI KHOT SHKYA","Madhya Pradesh","Bhopal"
"3539","AMAN VYAPAR","50637","01-12-1989","Hindi","Daily","R P SHARMA","R P SHARMA","Delhi","New Delhi"
"3540","AMAN WARTA","MAHBIL/2010/47732","29-01-2013","Marathi, Hindi","Daily","MUMTAZ RAJA SAYYAD GAFOR","MUMTAZ RAJA SAYYAD GAFOR","Maharashtra","Chhatrapati Sambhaji Nagar"
"3541","AMAN WARTA","MAHHIN/2004/20692","06-08-2007","Hindi","Weekly","MUMTAZ RAJA SAYYAD GAFOR","MUMTAZ RAJA SAYYAD","Maharashtra","Chhatrapati Sambhaji Nagar"
"3542","AMAN YATRA","GUJGUJ/2013/52717","23-10-2013","Gujarati","Weekly","IQBALAHMED NOORI","IQBALAHMED NOORI","Gujarat","Gandhinagar"
"3543","AMAN YATRA","GUJHIN/2015/63748","11-08-2015","Hindi","Daily","IQBAL AHMED NOORI","IQBAL AHMED NOORI","Gujarat","Gandhinagar"
"3544","AMAN YATRA","UPHIN/2015/64600","06-11-2015","Hindi","Daily","IQBAL AHMED NOORI","IQBAL AHMED NOORI","Uttar Pradesh","Kanpur Dehat"
"3545","AMAN YATRA","GUJGUJ/2014/62111","26-05-2015","Gujarati","Daily","IQBAL AHMED NOORI","IQBALAHMED NOORI","Gujarat","Gandhinagar"
"3546","AMAN YUVRAJ TIMES","UTTHIN/2009/29850","02-12-2009","Hindi","Fortnightly","SWATI CHAWLA","SWATI CHAWLA","Uttarakhand","Udham Singh Nagar"
"3547","AMAN-E-HIND","MPMUL/2000/11805","25-09-1974","English, Hindi","Monthly","DEV JHURANI","DEV JHURANI","Madhya Pradesh","Bhopal"
"3548","AMAN-E-MULQ","UPURD/2009/30254","01-01-2010","Urdu","Daily","MARIYA SHAH","MARIYA SHAH","Uttar Pradesh","Lucknow"
"3549","AMAN-E-MULQ","UPURD/2013/49398","01-05-2013","Urdu","Daily","MARIYA SHAH","MARIYA SHAH","Uttar Pradesh","Saharanpur"
"3550","AMANAT","GUJGUJ/2009/29301","28-10-2009","Gujarati","Weekly","SANJAY RAMESHBHAI NANDA","SANJAY RAMESHBHAI NANDA","Gujarat","Jamnagar"
"3551","AMANJEEVAN","MPHIN/26/A1523","16-03-2026","Hindi","Quarterly","Mohammad Umar","Mohammad Umar","Madhya Pradesh","Bhopal"
"3552","AMANJEEVAN","MPHIN/2022/90873","13-06-2025","Hindi","Monthly","MOHAMMAD UMAR","MOHAMMAD UMAR","Madhya Pradesh","Bhopal"
"3553","AMANTRAN","45250","21-08-1987","Hindi","Weekly","GOVINDLAL VORA","PRAGATI PRAKASHAN PVT. LTD.","Madhya Pradesh","Bhopal"
"3554","AMAR","69632","01-07-1999","Urdu","Weekly","NARESH KUMAR GUPTA","NARESH KUMAR GUPTA","Jammu and Kashmir","Jammu"
"3555","AMAR  BUNDELKHAND","MPHIN/2021/80535","29-11-2021","Hindi","Daily","LALTESH KUMAR MEHRA","LALTESH KUMAR MEHRA","Madhya Pradesh","Bhopal"
"3556","AMAR ABHIYAN","MPHIN/2011/39204","11-10-2011","Hindi","Monthly","MAJEED KHAN","MAJEED KHAN","Madhya Pradesh","Bhopal"
"3557","AMAR ADITI","ASSASS/2020/80920","21-01-2022","Assamese","Weekly","MOHIB ULLAH","MOHIB ULLAH","Assam","Nagaon"
"3558","AMAR AKASH","UPHIN/2017/73081","28-08-2017","Hindi","Weekly","SURENDRA KUMAR SHARMA","SURENDRA KUMAR SHARMA","Uttar Pradesh","Agra"
"3559","AMAR AKSHAR","UPHIN/2014/60500","02-03-2015","Hindi","Daily","VANDANA SHUKLA","VANDANA SHUKLA","Uttar Pradesh","Ballia"
"3560","AMAR ALO","WBBEN/25/A4495","01-12-2025","Bengali","Fortnightly","Hiran Kumar Ghoshal","Hiran Kumar Ghoshal","West Bengal","North 24 Parganas"
"3561","AMAR AMRELI","68082","03-10-2013","Gujarati","Weekly","NARENDRAKUMAR R. MALVI","N.R.MALVI","Gujarat","Amreli"
"3562","AMAR ANDOLAN","GUJGUJ/2014/73534","12-10-2017","Gujarati","Weekly","SANJAYSINH RAJENDRASINH RAJPUT","SANJAYSINH RAJENDRASINH RAJPUT","Gujarat","Navsari"
"3563","AMAR ARYAVRUT SAMACHAR","68187","17-04-1998","Hindi","Monthly","AMAR PARDESI","AMAR PARDESI","Delhi","New Delhi"
"3564","AMAR ASAR TIMES","UPHIN/2016/73423","29-09-2017","Hindi","Weekly","SHAHEEN BEGUM","SHAHEEN BEGUM","Uttar Pradesh","Shahjahanpur"
"3565","AMAR ASOM","ASSASS/2010/66402","17-03-2016","Assamese","Daily","PARAMESWAR LAL AGARWALLA","G.L.PUBLICATIONS LTD","Assam","Lakhimpur"
"3566","AMAR ASOM","66543","04-10-1997","Assamese","Daily","PARAMESWAR LAL AGARWALLA","G.L.PUBLICATIONS LTD","Assam","Kamrup Metropolitan"
"3567","AMAR ASOM","ASSASS/1999/11214","13-11-2003","Assamese","Daily","PARAMESWAR LAL AGARWALLA","G.L.PUBLICATIONS LIMITED","Assam","Jorhat"
"3568","AMAR BHARAT","15547","","Hindi, Punjabi","Weekly","SHRI MADAN MOHAN KOOBA","MADAN MOHAN KOOBA","Punjab","Jalandhar"
"3569","AMAR BHARAT SAMRAT TIMES","66153","01-01-1995","Hindi","Weekly","OM PRAKASH MALVIYA","OM PRAKASH MALVIYA","Madhya Pradesh","Bhopal"
"3570","AMAR BHARATI","DELHIN/2002/08024","22-10-2002","Hindi","Weekly","SHELENDRA KUMAR JAIN","SHELENDRA KUMAR JAIN","Delhi","New Delhi"
"3571","AMAR BHARTI","MAHHIN/2019/78589","20-03-2020","Hindi","Daily","SHAILENDRA KUMAR JAIN","SHAILENDRA KUMAR JAIN","Maharashtra","Mumbai"
"3572","AMAR BHARTI","UPHIN/2021/88667","22-08-2024","HINDI","Daily","SHAILENDRA KUMAR JAIN","SHAILENDRA KUMAR JAIN","Uttar Pradesh","Moradabad"
"3573","AMAR BHARTI","UPHIN/2011/37674","08-06-2011","Hindi","Daily","SHELENDRA KUMAR JAIN","SHELENDRA KUMAR JAIN","Uttar Pradesh","Agra"
"3574","AMAR BHARTI","DELHIN/2005/14724","26-07-2011","Hindi","Daily","SHELENDRA KUMAR JAIN","SHELENDRA KUMAR JAIN","Delhi","New Delhi"
"3575","AMAR BHARTI","UPHIN/2011/46455","19-11-2012","Hindi","Daily","Shelendra Kumar Jain","SHELENDRA KUMAR JAIN","Uttar Pradesh","Lucknow"
"3576","AMAR BHARTI","HARHIN/2013/61478","24-04-2015","Hindi","Daily","SHELENDRA KUMAR JAIN","SHELENDRA KUMAR JAIN","Haryana","Gurugram"
"3577","AMAR BHASHKAR","UPHIN/2023/91022","04-07-2025","Hindi","Daily","AZRA PARVEEN","AZRA PARVEEN","Uttar Pradesh","Budaun"
"3578","AMAR BHASHKAR","UPHIN/2021/82941","31-01-2023","Hindi","Weekly","AZRA PARVEEN","AZRA PARVEEN","Uttar Pradesh","Budaun"
"3579","AMAR BRAHMAPUTRA","ASSASS/2023/88258","02-08-2024","ASSAMESE","Monthly","ATUL BORAH","ATUL BORAH","Assam","Kamrup Metropolitan"
"3580","AMAR CHETNA","UPHIN/2014/60049","05-02-2015","Hindi","Daily","AMAR JEET SINGH","AMAR JEET SINGH","Uttar Pradesh","Fatehpur"
"3581","AMAR CHHATTISGARH","CHHHIN/2013/48259","25-02-2013","Hindi","Daily","C. L. JAIN SONA","C.L. JAIN SONA","Chhattisgarh","Rajnandgaon"
"3582","AMAR CHINGARI","UPHIN/2013/58820","09-12-2014","Hindi","Daily","MOBIN RANA","MOBIN RANA","Uttar Pradesh","Saharanpur"
"3583","AMAR CHINGARI","UPURD/2016/71020","17-04-2017","Urdu","Daily","MOBIN RANA","MOBIN RANA","Uttar Pradesh","Saharanpur"
"3584","AMAR CHIOR","ASSASS/2018/76847","15-02-2019","Assamese","Weekly","BASANTI RABHA","BASANTI RABHA","Assam","Kamrup Metropolitan"
"3585","AMAR DARSHAN","MPHIN/25/A4338","25-11-2025","Hindi","Quarterly","SHREYANSH SAXENA","SHREYANSH SAXENA","Madhya Pradesh","Bhopal"
"3586","AMAR DARSHAN","MPHIN/2022/86467","16-02-2024","Hindi","Monthly","SHREYANSH SAXENA","SHREYANSH SAXENA","Madhya Pradesh","Bhopal"
"3587","AMAR DESH","WBBEN/2010/34976","28-12-2010","Bengali","Weekly","SRABONI DEY","SRABONI DEY","West Bengal","Bankura"
"3588","AMAR DOOT","MPHIN/2005/14470","02-05-2005","Hindi","Monthly","NAEEM PARVEZ","NAIM PARVEZ","Madhya Pradesh","Ujjain"
"3589","Amar Drishti Patra","HRBIL/26/A2914","29-04-2026","Hindi, English","Monthly","Sandeep Bhatia","Sandeep Bhatia","Haryana","Faridabad"
"3590","AMAR EKTA","UPHIN/2014/59151","24-12-2014","Hindi","Weekly","AIBAD AHMAD","AIBAD AHMAD","Uttar Pradesh","Gautam Buddha Nagar"
"3591","AMAR GATHA","DELHIN/2018/76703","23-01-2019","Hindi","Daily","MUKESH KUMAR THAKUR","MUKESH KUMAR THAKUR","Delhi","New Delhi"
"3592","AMAR GATHA","DELENG/2022/87311","16-05-2024","English","Daily","MUKESH KUMAR THAKUR","MUKESH KUMAR THAKUR","Delhi","New Delhi"
"3593","AMAR GATHA","UTTNEP/2018/74729","16-02-2018","Nepali","Daily","MANDEV CHHETRI","MANDEV CHHETRI","Uttarakhand","Dehradun"
"3594","AMAR GEETA","GUJGUJ/2018/78605","20-03-2020","GUJARATI","Fortnightly","VALAND CHANDRAKANT BHIKHABHAI","VALAND CHANDRAKANT BHIKHABHAI","Gujarat","Kheda"
"3595","AMAR GEETANJALI","39433","11-04-1982","Hindi","Fortnightly","MANJU SAXENA","SELF PROPRIETERSHIP","Delhi","New Delhi"
"3596","AMAR HINDUSTAN","UTTHIN/2008/24505","23-06-2008","Hindi","Weekly","DARBAAN SINGH GADIYA","DARBAAN SINGH GADIYA","Uttarakhand","Dehradun"
"3597","AMAR HINDUSTAN","UAHIN/25/A0098","08-04-2025","Hindi","Daily","Darwan Singh","Darwan Singh","Uttarakhand","Dehradun"
"3598","AMAR INDIA","17964","07-10-1969","Hindi","Fortnightly","JANAKI LAL SHARMA","JANKILAL  SHARMA","Rajasthan","Sawai Madhopur"
"3599","AMAR JAWALA","HPHIN/2007/27984","09-06-2009","Hindi","Weekly","SUBHASH CHAND","SUBHASH CHAND","Himachal Pradesh","Mandi"
"3600","AMAR JAWAN","MPHIN/2021/83722","11-04-2023","Hindi","Daily","YASIR KHAN","YASIR KHAN","Madhya Pradesh","Bhopal"
"3601","AMAR JYOTI","3537","26-04-1948","Hindi","Weekly","LAXMI CHATURVEDI","AMARJYOTI SOCIETY","Rajasthan","Jaipur"
"3602","AMAR JYOTI SANDESH","MPHIN/2009/27929","17-07-2012","Hindi","Monthly","ALTAF KHAN","ALTAAF KHAN","Madhya Pradesh","Bhopal"
"3603","AMAR KAHANIYAN","255","04-03-1957","Punjabi","Ten Days In A Month","BIR INDER SINGH","BIRINDER SINGH","Punjab","Jalandhar"
"3604","AMAR KALAM","UPHIN/2016/67421","06-06-2016","Hindi","Daily","SHAMSHAD","SHAMSHAD","Uttar Pradesh","Lucknow"
"3605","AMAR KESARI","UPHIN/2023/89189","24-09-2024","HINDI","Daily","SUNIL KUMAR GUPTA","SUNIL KUMAR GUPTA","Uttar Pradesh","Bareilly"
"3606","AMAR KHAYAL","UPHIN/2020/84734","02-06-2023","Hindi","Daily","ASHOK KUMAR","ASHOK KUMAR","Uttar Pradesh","Sitapur"
"3607","AMAR KI BAAT","UPURD/2022/84011","27-04-2023","Urdu","Daily","AKANKSHA PANDAY","AKANKSHA PANDAY","Uttar Pradesh","Lucknow"
"3608","AMAR KIRAN","50086","12-12-2005","Hindi","Daily","SURINDER KAUR MALWA","SURINDER KAUR MALWA","Chhattisgarh","Durg"
"3609","AMAR KIRTI","MPHIN/2008/24939","31-07-2008","Hindi","Weekly","KISHORILAL CHATURVEDI","KISHORI LAL CHATURVEDI","Madhya Pradesh","Umaria"
"3610","AMAR KRANTI","MAHHIN/2021/84556","29-05-2023","Hindi","Weekly","SALMAN ZAID BAHASHWAN","SALMAN ZAID BAHASHWAN","Maharashtra","Chhatrapati Sambhaji Nagar"
"3611","AMAR KRUSHAK","64976","04-12-1996","Hindi","Weekly","DR. PRAYAG SINGH RAJPUT","DR. PRAYAG SINGH RAJPUT","Uttar Pradesh","Lalitpur"
"3612","AMAR LEKHANI","UPHIN/2009/30462","15-01-2010","Hindi","Weekly","MOHD. SARVAR NAEEM","MOHD. SARVAR NAEEM","Uttar Pradesh","Lucknow"
"3613","AMAR LEKHANI","UPHIN/2010/32563","07-06-2010","Hindi","Daily","MOHD. SARVAR NAEEM","MOHD. SARVAR NAEEM","Uttar Pradesh","Lucknow"
"3614","AMAR LEKHANI","UPURD/2013/54137","23-01-2014","Urdu","Daily","MOHAMMAD SARWAR NAIM","MOHAMMAD SARWAR NAIM","Uttar Pradesh","Lucknow"
"3615","AMAR LEKHANI","UPURD/2014/55902","11-06-2014","Urdu","Weekly","MOHAMMAD SARWAR NAIM","MOHAMMAD SARWAR NAIM","Uttar Pradesh","Lucknow"
"3616","AMAR LOK TIMES","59678","23-12-1994","Hindi","Weekly","RAJESH KUMAR GUPTA","RAJESH KUMAR GUPTA","Uttar Pradesh","Lucknow"
"3617","AMAR LOKTANTRA","MPHIN/2015/64936","27-11-2015","Hindi","Monthly","RISHABH SEN","RISHABH SEN","Madhya Pradesh","Indore"
"3618","AMAR MAHEE TIMES","JKENG/2011/41339","28-03-2012","English","Weekly","AMAN CHIB","AMAN CHIB","Jammu and Kashmir","Jammu"
"3619","AMAR MARTAND","RAJHIN/2021/81721","25-07-2022","Hindi","Fortnightly","AMAR SINGH JAKHAR","AMAR SINGH JAKHAR","Rajasthan","Hanumangarh"
"3620","AMAR MEDINIPUR","WBBEN/2005/17484","18-10-2006","Bengali","Weekly","PRABIR KUMAR MAITI","PRABIR KUMAR MAITI","West Bengal","Purba Medinipur"
"3621","AMAR N.C.R. REPORTER","DELBIL/2006/18635","09-03-2007","English, HINDI","Fortnightly","AMAR NATH NAGPAL","AMAR NATH NAGPAL","Delhi","New Delhi"
"3622","AMAR N.G.O. REPORTER","DELBIL/2005/16149","07-02-2006","English, HINDI","Weekly","AMAR NATH NAGPAL","AMAR NATH NAGPAL","Delhi","New Delhi"
"3623","AMAR NEWS","UPHIN/2016/73333","20-09-2017","Hindi","Monthly","ADESH KUMAR","ADESH KUMAR","Uttar Pradesh","Shahjahanpur"
"3624","AMAR PARDESI TIMES","DELHIN/2016/69414","05-12-2016","Hindi","Fortnightly","AMAR PARDESI","AMAR PARDESI","Delhi","New Delhi"
"3625","AMAR POST","UTTHIN/2014/56893","03-09-2014","Hindi","Weekly","RAJEEV KUMAR AGARWAL","RAJEEV KUMAR AGARWAL","Uttarakhand","Nainital"
"3626","AMAR POU","28252","23-06-1973","English","Weekly","SAROJINI SINHA","BISHNUPRIYA MANIPURIA SANSTHAN (ASSOCIATION)","Tripura","West Tripura"
"3627","AMAR PRABHAKAR","MPHIN/2023/87979","22-07-2024","HINDI","Weekly","RAJENDRA DANDOTIYA","RAJENDRA DANDOTIYA","Madhya Pradesh","Morena"
"3628","AMAR PRABHU","MPHIN/2014/57008","06-09-2014","Hindi","Weekly","HIRESH RAGHUVANSHI","HIRESH RAGHUVANSHI","Madhya Pradesh","Indore"
"3629","AMAR PRADESH","MPHIN/2011/41481","10-04-2012","Hindi","Weekly","ARSHAD ALI","ARSHAD ALI","Madhya Pradesh","Bhopal"
"3630","AMAR PRAKASH","56800","09-07-1993","Hindi","Weekly","NEERU VARSHNEYA","NEERU VARSHNEYA","Uttar Pradesh","Lucknow"
"3631","AMAR PRAKASH","56088","28-01-1993","Hindi","Daily","NEERU VARSHNEY","NEERU VARSHNEY","Uttar Pradesh","Aligarh"
"3632","AMAR PRAKASH","23502","13-02-1973","Hindi","Weekly","NEERU VARSHNEYA","NEERU VARSHNEYA","Uttar Pradesh","Aligarh"
"3633","AMAR PRANAM","ASSMUL/2022/82252","23-09-2022","English","Daily","Debajit Sarkar","DEBAJIT SARKAR","Assam","Kamrup Metropolitan"
"3634","AMAR PRANAM","ASSMUL/2014/58566","28-11-2014","English","Weekly","DEBAJIT SARKAR","DEBAJIT SARKAR","Assam","Kamrup Metropolitan"
"3635","AMAR PRAVAKTA","50141","07-02-1990","Hindi","Daily","SIRAJ UDDIN","SIRAJ UDDIN","Madhya Pradesh","Bhopal"
"3636","AMAR PREM","PUNPUN/2017/74664","15-02-2018","Punjabi","Daily","RANJIT SINGH","RANJIT SINGH","Punjab","Ludhiana"
"3637","AMAR PRERANA","MAHMAR/2019/77158","09-04-2019","Marathi","Weekly","AMAR SHALIKRAM PANDHARE","BABITA PANDHARE","Maharashtra","Gondia"
"3638","AMAR PUNJAB","PUNHIN/2014/59500","09-01-2015","Hindi","Daily","KRISHAN GARG","KRISHAN GARG","Punjab","Shahid Bhagat Singh Nagar"
"3639","AMAR PURULIA","WBBEN/2015/68709","14-09-2016","Bengali","Weekly","SANJIT GOSWAMI","SANJIT GOSWAMI","West Bengal","Puruliya"
"3640","AMAR RAJASTHAN","10279","18-10-1960","Hindi","Daily","SANTOSH SHARMA","SANTOSH SHARMA","Rajasthan","Jaipur"
"3641","AMAR RASHTRA","GUJGUJ/2023/84755","02-06-2023","Gujarati","Bimonthly (Once in two months)","TRIVEDI BHAVESH HARSHADRAY","TRIVEDI BHAVESH HARSHADRAY","Gujarat","Surat"
"3642","AMAR RASTRA","23324","27-05-1972","Hindi","Daily","MAHESH KUMAR SHARMA","MAHESH KUMAR SHARMA","Uttar Pradesh","Muzaffarnagar"
"3643","AMAR RASTRA","UPHIN/26/A1399","25-02-2026","Hindi","Daily","Mahesh Kumar Sharma","Mahesh Kumar Sharma","Uttar Pradesh","Gautam Buddha Nagar"
"3644","AMAR RASTRA","UTTHIN/2011/36858","07-08-2013","Hindi","Monthly","MAHESH KUMAR SHARMA","MAHESH KUMAR SHARMA","Uttarakhand","Dehradun"
"3645","AMAR RATAN","MPHIN/2011/39233","12-10-2011","Hindi","Weekly","MAHESH MALVIYA","MAHESH MALVIYA","Madhya Pradesh","Hoshangabad"
"3646","AMAR REPUBLIC","MPHIN/2023/88537","16-08-2024","HINDI","Weekly","MAITHILEESH TRIPATHI","MAITHILEESH TRIPATHI","Madhya Pradesh","Rewa"
"3647","AMAR SACHCHAI","DELURD/2007/22252","26-12-2007","Urdu","Fortnightly","AMAR NATH NAGPAL","AMAR NATH NAGPAL","Delhi","New Delhi"
"3648","AMAR SAHARA","HARHIN/2014/60595","05-03-2015","Hindi","Weekly","RAHUL DEV SHARMA","RAHUL DEV SHARMA","Haryana","Rewari"
"3649","AMAR SAHARA","DELHIN/2008/24932","12-08-2008","Hindi","Weekly","RAHUL DEV SHARMA","RAHUL DEV SHARMA","Delhi","New Delhi"
"3650","AMAR SAHARA","DELHIN/2012/43742","05-07-2012","Hindi","Daily","RAHUL DEV SHARMA","RAHUL DEV SHARMA","Delhi","New Delhi"
"3651","AMAR SAHARA","DELHIN/2013/51316","06-08-2013","Hindi","Monthly","RAHUL DEV SHARMA","RAHUL DEV SHARMA","Delhi","New Delhi"
"3652","AMAR SAINIK","26016","05-03-1973","Hindi","Weekly","MASTER VARINDAVAN AZAD","MASTER VARINDAVAN AZAD","Madhya Pradesh","Morena"
"3653","AMAR SAMVAD TIMES","UPHIN/2017/75684","18-07-2018","Hindi","Weekly","GIRISH KUMAR","GIRISH KUMAR","Uttar Pradesh","Kanpur Nagar"
"3654","AMAR SANDESH","DELHIN/2004/13487","27-10-2004","Hindi","Weekly","AMAR CHAND","AMAR CHAND","Delhi","New Delhi"
"3655","AMAR SANDESH","MAHMAR/2020/79138","03-12-2020","Marathi","Weekly","RANJANA BHAGIRATH MAZI","RANJANA BHAGIRATH MAZI","Maharashtra","Palghar"
"3656","AMAR SANGBAD","WBBEN/2023/88480","22-08-2024","BENGALI","Weekly","ANUPAM DAS","ANUPAM DAS","West Bengal","Paschim Bardhaman"
"3657","AMAR SANSAR","MPHIN/2018/75709","20-07-2018","Hindi","Weekly","RAKESH KUMAR","RAKESH KUMAR","Madhya Pradesh","Sagar"
"3658","AMAR SANSAR","MPHIN/2022/82474","21-10-2022","Hindi","Monthly","RAKESH KUMAR","RAKESH KUMAR","Madhya Pradesh","Sagar"
"3659","AMAR SANSAR","MPHIN/2016/70191","27-01-2017","Hindi","Monthly","RAKESH KUMAR","RAKESH KUMAR","Madhya Pradesh","Bhopal"
"3660","AMAR SANSAR","MPHIN/2017/73304","13-09-2017","Hindi","Weekly","RAKESH KUMAR","RAKESH KUMAR","Madhya Pradesh","Bhopal"
