"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District"
"4047","AMRAVATI VIJETA","MAHMAR/2008/25549","21-04-2014","Marathi","Weekly","TRIMBAK MADHAVRAO KAREGAONKAR","TRIMBAK MADHAVRAO KAREGAONKAR","Maharashtra","Amravati"
"4048","AMRAVATI VRUTT","46998","23-08-1988","Marathi","Weekly","SAU JAYASHRI VIDYANAND RABADE","JAYASHRI VIDYANAND RABADE","Maharashtra","Amravati"
"4049","AMRAVATI VRUTT DAKHAL","MAHMAR/2016/71498","08-05-2017","Marathi","Weekly","SUMIT RAMDASRAO RELE","SUMIT RAMDASRAO RELE","Maharashtra","Amravati"
"4050","AMRAWATI MAIL","UTTHIN/2023/86388","12-02-2024","Hindi","Weekly","RAKESH SHARMA","RAKESH SHARMA","Uttarakhand","Dehradun"
"4051","AMRELI BHASKAR","GUJGUJ/2016/68499","05-09-2016","Gujarati","Daily","JIGNESH KUMAR K. SHAH","D.B. CORP.LTD","Gujarat","Junagadh"
"4052","AMRELI EXPRESS","GUJGUJ/2001/11803","05-02-2004","Gujarati","Daily","MANOJ H. RUPARLIYA","MANOJ H. EXPRESS","Gujarat","Amreli"
"4053","AMRELI HERALD","70049","22-02-1999","Gujarati","Weekly","BHARAT KUMAR DEVRAJBHAI CHAUHAN","BHARAT KUMAR DEVRAJBHAI CHAUHAN","Gujarat","Amreli"
"4054","AMRELI METRO","GUJGUJ/2017/73506","16-10-2017","Gujarati","Weekly","KHER KALPESHBHAI GUNVANTBHAI","KHER KALPESHBHAI GUNVANTBHAI","Gujarat","Amreli"
"4055","AMRELI NI ASMITA","71762","11-12-2012","Gujarati","Weekly","SMITA NARENDRABHAI MALVI","SMITA NARENDRABHAI MALVI","Gujarat","Amreli"
"4056","AMRELI NO AVAZ","GUJGUJ/2007/23417","05-12-2012","Gujarati","Weekly","NILESHKUMAR M. JANI","NILESHKUMAR M. JANI","Gujarat","Amreli"
"4057","AMRELI PADAGHO","63587","02-05-1996","Gujarati","Weekly","MANSI DHARMENDRABHAI TRIVEDI","MANSI DHARMENDRA TRIVEDI","Gujarat","Amreli"
"4058","AMRELI PLUS","72249","29-11-1999","Gujarati","Weekly","ATUL N. CHAUHAN","ATUL N. CHAUHAN","Gujarat","Amreli"
"4059","AMRELI PRABHAT","GUJGUJ/2016/70746","20-03-2017","Gujarati","Weekly","VIJAY JORSANGBHAI BARAD","VIJAY JORSANGBHAI BARAD","Gujarat","Amreli"
"4060","AMRELI-NI-HALCHAL","GUJGUJ/2001/04122","10-07-2001","Gujarati","Weekly","ATULKUMAR JAYANTILAL KARIYA","ATUL KUMAR JAYANTILAL KARIYA","Gujarat","Amreli"
"4061","AMRESH DARPAN","UPENG/2016/70756","20-03-2017","English","Daily","SHAILENDRA KUMAR MISHRA","SHAILENDRA KUMAR MISHRA","Uttar Pradesh","Bara Banki"
"4062","AMRESH DARPAN","UPURD/2016/70748","20-03-2017","Urdu","Daily","SHAILENDRA KUMAR MISHRA","SHAILENDRA KUMAR MISHRA","Uttar Pradesh","Bara Banki"
"4063","AMRESH DARPAN","UPHIN/2012/43240","22-06-2012","Hindi","Daily","SHAILENDRA KUMAR MISHRA","SHAILENDRA KUMAR MISHRA","Uttar Pradesh","Bara Banki"
"4064","AMRISH SAMACHAR BULATIN","60425","02-01-1995","Hindi","Daily","RAM KUMAR","RAM KUMAR","Uttar Pradesh","Muzaffarnagar"
"4065","AMRIT","3540","02-05-1951","Hindi","Monthly","NAGENDRA NARAYAN SINHA","BIHAR HARIJAN SEWAK SANGH","Bihar","Patna"
"4066","AMRIT ABHYUDAY","UPHIN/2014/60950","26-03-2015","Hindi","Weekly","MANJULA DWIVEDI","MANJULA DWIVEDI","Uttar Pradesh","Prayagraj"
"4067","AMRIT ANAVARAN","MPHIN/2023/87416","07-06-2024","Hindi","Monthly","SHAREEN JAHAN","SHAREEN JANHA","Madhya Pradesh","Bhopal"
"4068","Amrit Avalokan","MPHIN/26/A5406","22-06-2026","Hindi","Quarterly","Anam shaikh","Anam shaikh","Madhya Pradesh","Bhopal"
"4069","AMRIT BHARAT","HARHIN/2004/12289","21-04-2004","Hindi","Weekly","USHA BISHT","TEJAS PUBLICATIONS","Haryana","Faridabad"
"4070","AMRIT BHOOMI","CHHHIN/2023/88225","29-07-2024","HINDI","Daily","RANA SIKANDER SINGH","RANA SIKANDER SINGH","Chhattisgarh","Raipur"
"4071","AMRIT DARSHAN","MPHIN/2012/43555","28-06-2012","HINDI","Daily","D.P.GOYAL","D.P.GOYAL","Madhya Pradesh","Raisen"
"4072","AMRIT DARSHAN","50259","23-05-1990","HINDI","Daily","D.P GOYAL","D.P GOYAL","Madhya Pradesh","Bhopal"
"4073","AMRIT DARSHAN","MPHIN/2004/13927","18-02-2005","Hindi","Daily","DWARKA PRASAD GOYAL","DWARKA PRASAD GOYAL","Madhya Pradesh","Hoshangabad"
"4074","AMRIT DEEP","RAJHIN/2011/44576","08-08-2012","Hindi","Fortnightly","KAVITA CHAUHAN","KAVITA CHAUHAN","Rajasthan","Bhilwara"
"4075","AMRIT DHARA","UTTHIN/2013/53881","06-01-2014","Hindi","Weekly","NEEL KAMAL","NEEL KAMAL","Uttarakhand","Dehradun"
"4076","AMRIT DHARA","HARHIN/2008/28633","26-06-2013","Hindi","Weekly","NEEL KAMAL","NEEL KAMAL","Haryana","Kaithal"
"4077","AMRIT DHARA","DELHIN/2012/46658","30-11-2012","Hindi","Monthly","NEELA KAMAL","NEEL KAMAL","Delhi","New Delhi"
"4078","AMRIT DHARA","HPHIN/2013/50691","09-07-2013","Hindi","Monthly","NEEL KAMAL","NEEL KAMAL","Himachal Pradesh","Shimla"
"4079","AMRIT DHARA","DELHIN/2013/52162","23-09-2013","Hindi","Daily","NEEL KAMAL","NEEL KAMAL","Delhi","New Delhi"
"4080","AMRIT DHARA","HARHIN/2012/51240","31-07-2013","Hindi","Daily","NEEL KAMAL","NEEL KAMAL","Haryana","Karnal"
"4081","AMRIT DHARA","UTTHIN/2013/61114","07-04-2015","Hindi","Monthly","NEEL KAMAL","NEEL KAMAL","Uttarakhand","Dehradun"
"4082","AMRIT DHARA","HARHIN/2009/37177","13-05-2011","Hindi","Monthly","NEEL KAMAL","NEEL KAMAL","Haryana","Kaithal"
"4083","AMRIT DINKAR","MPHIN/2017/76780","25-01-2019","Hindi","Daily","RAM SHANKAR TIWARI","RAMSHANKAR TIWARI","Madhya Pradesh","Sagar"
"4084","AMRIT EXPRESS","UPHIN/2009/28032","12-06-2009","Hindi","Weekly","DHIRENDRA KUMAR VERMA","DHIRENDRA KUMAR VERMA","Uttar Pradesh","Lucknow"
"4085","AMRIT GAGAR","MPHIN/2016/68563","06-09-2016","Hindi","Monthly","RISHABH NAHTA","RISHABH NAHTA","Madhya Pradesh","Bhopal"
"4086","AMRIT GANGA","UTTHIN/2010/36803","27-05-2011","Hindi","Daily","GURPREET SINGH KALRA","GURPREET SINGH KALRA","Uttarakhand","Haridwar"
"4087","AMRIT GANGA","UTTHIN/2011/36370","23-03-2011","Hindi","Weekly","GURPREET SINGH KALRA","GURPREET SINGH KALRA","Uttarakhand","Nainital"
"4088","AMRIT GANGA","UTTHIN/2011/39722","22-11-2011","Hindi","Weekly","GURPREET SINGH KALRA","GURPREET SINGH KALRA","Uttarakhand","Dehradun"
"4089","AMRIT GANGA","UTTHIN/2005/16025","24-01-2006","Hindi","Weekly","GURPREET SINGH KALRA","GURPREET SINGH KALRA","Uttarakhand","Haridwar"
"4090","AMRIT GANGA","UTTHIN/2013/49280","18-04-2013","Hindi","Daily","GURPREET SINGH KALRA","GURPREET SINGH KALRA","Uttarakhand","Nainital"
"4091","AMRIT GANGA","UTTHIN/2012/41408","04-04-2012","Hindi","Fortnightly","GURPREET SINGH KALRA","GURPREET SINGH KALRA","Uttarakhand","Nainital"
"4092","AMRIT GARIMA","62048","12-12-2005","Hindi","Daily","ANITA CHAJJAD","SMT ANITA CHHAJED","Delhi","New Delhi"
"4093","Amrit Geeta Vaishnav Bharat","UPHIN/25/A3524","28-10-2025","Hindi","Monthly","PAWAN PATHAK","PAWAN PATHAK","Uttar Pradesh","Lucknow"
"4094","AMRIT INDIA","RAJHIN/2004/12833","24-06-2004","Hindi","Daily","AMRIT JAIN","AMRIT JAIN","Rajasthan","Jaipur"
"4095","AMRIT INDIA","MPHIN/2006/20046","08-06-2007","Hindi","Daily","AMRIT JAIN","AMRIT JAIN","Madhya Pradesh","Gwalior"
"4096","AMRIT INDIA","49267","01-01-2013","Hindi","Daily","AMRIT JAIN","AMRIT JAIN","Delhi","New Delhi"
"4097","AMRIT KAAL","UPHIN/2023/87278","14-05-2024","Hindi","Daily","AJAY MISHRA","AJAY MISHRA","Uttar Pradesh","Prayagraj"
"4098","AMRIT KALASH","MAHMAR/2002/09387","20-03-2003","Marathi","Daily","ASWAD AJIT MHATRE","ASWAD AJIT MHATRE","Maharashtra","Thane"
"4099","AMRIT KALASH","MAHMAR/2012/44170","20-07-2012","Marathi","Daily","ASWAD AJIT MHATRE","ASWAD AJIT MHATRE","Maharashtra","Mumbai"
"4100","AMRIT KALASH","MPHIN/1999/00587","15-03-2000","Hindi","Daily","HEMRAJ SAHU","HEMRAJ SHAHU","Madhya Pradesh","Bhopal"
"4101","AMRIT KALASH TIMES","UPHIN/2007/22706","24-01-2008","Hindi","Daily","SIDDHNATH DWIVEDI","SIDDHNATH DWIVEDI","Uttar Pradesh","Prayagraj"
"4102","AMRIT KESARI","50138","28-12-1987","Hindi","Weekly","R.P. TRIPATHI","R.P. TRIPATHI","Madhya Pradesh","Bhopal"
"4103","AMRIT KIRTAN","46788","30-01-1990","English","Monthly","JAGIR SINGH","AMRIT KIRTAN TRUST","Chandigarh","Chandigarh"
"4104","AMRIT KUMBH","MAHMAR/2007/21914","26-11-2007","Marathi","Bimonthly (Once in two months)","B. K. GODAVARI","PRAJAPITA BRAHMAKUMARIS ISHWARIYA VISHWA VIDYALAYA","Maharashtra","Thane"
"4105","AMRIT KUMBH SHUBHPRABHAT","MPHIN/2009/36070","10-03-2011","HINDI","Daily","ANANT PATWA","ANANT PATWA","Madhya Pradesh","Neemuch"
"4106","Amrit Lok","MPHIN/26/A3636","13-05-2026","Hindi","Daily","Shailendra Kulmi","Shailendra Kulmi","Madhya Pradesh","Ujjain"
"4107","AMRIT MANTHAN","GUJHIN/2000/02812","29-01-2001","Hindi","Weekly","R.R. SHUKLA","RAMESHCHANDRA R.SHUK","Gujarat","Ahmedabad"
"4108","AMRIT MASHAL","MPHIN/2023/84951","09-06-2023","Hindi","Monthly","ADIL SHEIKH","ADIL SHEIKH","Madhya Pradesh","Bhopal"
"4109","AMRIT NIDHI","67997","31-03-1998","Hindi","Monthly","DR. MOHAN MURARI GUPTA","DR. MOHAN MURARI GUPTA","Madhya Pradesh","Bhopal"
"4110","AMRIT PRABAH","ASSASS/2014/64471","27-10-2015","Assamese","Weekly","HIREN CHANDRA KALITA","HIREN CHANDRA KALITA","Assam","Kamrup Metropolitan"
"4111","AMRIT PRABHA","WBBEN/2023/87557","19-06-2024","BENGALI","Fortnightly","JAGDISH YADAV","ABHAY NEWS & BROADCASTING PRIVATE LIMITED","West Bengal","South 24 Parganas"
"4112","AMRIT PRABHAT","29321","07-12-1977","Hindi","Daily","PRAKASH KUMAR GHOSH","ALLAHABAD PATRIKA (P) LTD.","Uttar Pradesh","Prayagraj"
"4113","AMRIT PRAKASH","DELPUN/2013/51370","12-08-2013","Punjabi","Daily","DEEPAK SABHARWAL","DEEPAK SABHARWAL","Delhi","New Delhi"
"4114","AMRIT PRAKASH","UTTPUN/2015/65220","11-12-2015","Punjabi","Daily","DEEPAK SABHARWAL","DEEPAK SABHARWAL","Uttarakhand","Dehradun"
"4115","AMRIT PRASARAN","JKHIN/25/A2922","30-09-2025","Hindi","Daily","Gurpreet Kour","Gurpreet Kour","Jammu and Kashmir","Poonch"
"4116","AMRIT PRAVAH","UPHIN/26/A3559","13-05-2026","Hindi","Monthly","SANJEEV KUMAR PAHWA","SANJEEV KUMAR PAHWA","Uttar Pradesh","Lucknow"
"4117","AMRIT PRAVAH","43319","11-12-1986","Hindi","Weekly","SANJIV KUMAR","SANJIV KUMAR","Uttar Pradesh","Lakhimpur Kheri"
"4118","AMRIT RAJASTHAN","58004","30-05-1996","Hindi","Weekly","PANNA LAL SHARMA","PANNALAL SHARMA","Rajasthan","Jaipur"
"4119","AMRIT SADAN","UPHIN/26/A2182","02-04-2026","Hindi","Daily","Abhishek Singh","Abhishek Singh","Uttar Pradesh","Lucknow"
"4120","AMRIT SAGAR","ANDENG/2009/28184","02-07-2009","English","Monthly","A.K. DUTTA","A.K. DUTTA","Andaman & Nicobar Islands","South Andaman"
"4121","AMRIT SAMACHAR","MPHIN/2006/19053","11-04-2007","Hindi","Monthly","YOGESH GOYAL","YOGESH GOYAL","Madhya Pradesh","Bhopal"
"4122","AMRIT SANDESH","38509","06-08-1984","Hindi","Daily","GIRISH KUMAR VORA","PRAGATI PRAKASHAN PVT LTD","Chhattisgarh","Raipur"
"4123","AMRIT SANDESH","CHHHIN/2000/02780","19-01-2001","Hindi","Daily","GIRISH KUMAR VORA","PRAGATI PRAKASHAN PRIVATE LIMITED","Chhattisgarh","Bilaspur"
"4124","AMRIT SANSAR","MPHIN/2015/65749","22-01-2016","Hindi","Weekly","GAURI GYANCHANDANI","GAURI GYANCHANDANI","Madhya Pradesh","Bhopal"
"4125","AMRIT SANVAD","UPHIN/2021/84136","08-05-2023","Hindi","Daily","Shiva Awasthi","Shiva Awasthi","Uttar Pradesh","Prayagraj"
"4126","AMRIT SANVAD","UPHIN/2016/71956","23-05-2017","Hindi","Daily","Shiva Awasthi","Shiva Awasthi","Uttar Pradesh","Lucknow"
"4127","AMRIT SAROVAR","CHHHIN/2006/21141","21-09-2007","Hindi","Fortnightly","VISHNU PRASAD MISHRA","VISHNU PRASAD MISHRA","Chhattisgarh","Rajnandgaon"
"4128","AMRIT SATTA","51062","22-05-1990","Hindi","Weekly","NA","NA","",""
"4129","AMRIT SAVERA","UPHIN/2019/78452","10-02-2020","Hindi","Daily","RAJESH KUMAR","RAJESH KUMAR","Uttar Pradesh","Hardoi"
"4130","AMRIT SAVERA","UPHIN/2022/83041","11-01-2023","Hindi","Daily","RAJESH KUMAR","RAJESH KUMAR","Uttar Pradesh","Lucknow"
"4131","AMRIT SHIVA","RAJHIN/2009/31413","17-03-2010","Hindi","Monthly","DEVENDRA MAKKAD","DEVENDRA MAKKAD","Rajasthan","Jaipur"
"4132","AMRIT SIDDHI","MPHIN/2009/29732","14-07-2012","Hindi","Fortnightly","SUNIL SANGHVI","SUNIL SANGHVI","Madhya Pradesh","Ratlam"
"4133","AMRIT TIMES","UTTPUN/2012/46629","27-11-2012","Punjabi","Weekly","AMRITA KAUR SONDHI","AMRITA KAUR SONDHI","Uttarakhand","Dehradun"
"4134","AMRIT TODAY","MPHIN/2015/67845","15-07-2016","Hindi","Monthly","D.P. GOYAL","D.P.GOYAL","Madhya Pradesh","Bhopal"
"4135","AMRIT TULYA NEWS","CTHIN/26/A0429","16-01-2026","Hindi","Monthly","DEVANAND PATEL","DEVANAND PATEL","Chhattisgarh","Raigarh"
"4136","AMRIT VAN","35388","12-12-2005","Hindi","Daily","RAJESH KUMAR SHUKLA","RAM NIRANJAN BHAGWAT SMRUTI SEWA SANSTHAN","Uttar Pradesh","Pratapgarh"
"4137","AMRIT VANI","DELHIN/2004/17631","05-10-2010","Hindi","Monthly","KIRAN ANAND","KIRAN ANAND","Delhi","New Delhi"
"4138","AMRIT VARSHA","66816","10-03-1997","Hindi","Daily","PARAS NATH TIWARI","PARAS NATH TIWARI","Bihar","Patna"
"4139","AMRIT VARSHA","38746","21-05-1981","Hindi","Daily","PARAS NATH TIWARI","PARAS NATH TIWARI","Jharkhand","Bokaro"
"4140","AMRIT VARSHA","44420","05-01-1987","Hindi","Daily","PARAS NATH TIWARI","PARAS NATH TIWARI","Bihar","Patna"
"4141","AMRIT VARSHA","UPHIN/2012/47169","28-12-2012","Hindi","Daily","PARAS NATH TIWARI","PARAS NATH TIWARI","Uttar Pradesh","Gautam Buddha Nagar"
"4142","AMRIT VARSHA(EVENING)","DELHIN/2003/10806","23-09-2003","Hindi","Daily","PARAS NATH TIWARI","PARAS NATH TIWARI","Delhi","New Delhi"
"4143","AMRIT VARSHA(MORNING)","DELHIN/2003/10805","23-09-2003","Hindi","Daily","PARAS NATH TIWARI","PARAS NATH TIWARI","Delhi","New Delhi"
"4144","AMRIT VICHAR","UPHIN/2019/78502","02-03-2020","HINDI","Daily","Hari Om Gupta","ROHILKHAND ENTERPRISES","Uttar Pradesh","Bareilly"
"4145","AMRIT VICHAR","UPHIN/2020/79034","09-11-2020","HINDI","Daily","HARI OM GUPTA","ROHILKHAND ENTERPRISES","Uttar Pradesh","Moradabad"
"4146","AMRIT VICHAR","UPHIN/2022/85730","13-11-2023","HINDI","Daily","TRINATH SHUKLA","ROHILKHAND ENTERPRISES","Uttar Pradesh","Kanpur Nagar"
"4147","AMRIT VICHAR","50986","28-02-1990","HINDI","Daily","TRINATH SHUKLA","ROHILKHAND ENTERPRISES","Uttar Pradesh","Lucknow"
"4148","AMRIT VICHAR","UTTHIN/2021/79698","24-03-2021","HINDI","Daily","Hari Om Gupta","ROHILKHAND ENTERPRISES","Uttarakhand","Nainital"
"4149","AMRIT VICHAR","UPHIN/2022/84450","24-05-2023","HINDI","Daily","TRINATH SHUKLA","ROHILKHAND ENTERPRISES","Uttar Pradesh","Ayodhya"
"4150","AMRIT VICHAR MANTHAN","UPHIN/2008/26710","05-01-2009","Hindi","Daily","VIRENDRA KUMAR SAINI","VIRENDRA KUMAR SAINI","Uttar Pradesh","Lucknow"
"4151","AMRIT VICHAR MANTHAN","UPHIN/2009/29666","20-11-2009","Hindi","Weekly","VIRENDRA KUMAR SAINI","VIRENDRA KUMAR SAINI","Uttar Pradesh","Bara Banki"
"4152","AMRIT VICHAR MANTHAN","61693","09-02-1995","Hindi","Weekly","VIRENDER KUMAR SAINI","VIRENDRA KUMAR SAINI","Uttar Pradesh","Lucknow"
"4153","AMRITA DHARA","WBBEN/2002/07055","02-07-2002","Bengali","Daily","GUNAMOY CHAKRABORTY","GUNAMOY CHAKRABORTY","West Bengal","Bankura"
"4154","AMRITA TIMES EXPRESS","MPHIN/26/A2305","08-04-2026","Hindi","Weekly","SEEMA BHILALA","SEEMA BHILALA","Madhya Pradesh","Harda"
